,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,7,12,21,33,44,65,84,108,138,516,6(3).8(2).12(2)
1,V2,3,6,15,21,30,51,63,82,106,138,516,8.8.8
2,V3,4,8,13,20,32,48,60,89,118,129,522,6.6.6.6.6.6
