,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.25,0.75,0.0,"x, 1-x, 0",4 g,mm2,4
1,V2,3,0.2393,0.4476,0.0,"x, y, 0",8 j,m,2
