,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.0,0.0,0.0,"0, 0, 0",16 c,-3m,12
1,V2,6,0.125,0.125,0.125,"1/8, 1/8, 1/8",8 a,-43m,24
2,V3,3,0.125,0.125,0.3125,"1/8, 1/8, z",48 f,mm2,4
