,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.25,0.25,"0, 1/4, 1/4",24 d,mm2
1,E2,0.0542,0.154,0.2082,"x, y, z",192 l,1
2,E3,0.1376,0.1376,0.275,"x, x, z",96 m,m
