,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,5,0.3447,0.2182,0.4167,"x, y, z",8 d,1,1
1,V2,5,0.0,0.4368,0.25,"0, y, 1/4",4 c,2,2
2,V3,7,0.0,0.5966,0.25,"0, y, 1/4",4 c,2,2
3,V4,7,0.1051,0.2985,0.4167,"x, y, z",8 d,1,1
