,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,13,22,31,73,102,105,175,232,223,980
1,V2,8,10,20,58,64,74,160,170,164,314,1043
