,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,10,20,32,48,69,94,124,160,205,767,3.5.6.6.6.6
1,V2,4,10,20,32,49,71,99,129,162,200,777,3.5.6.6.6.6
2,V3,4,10,20,32,49,71,97,124,162,203,773,3.5.6.6.6.6
3,V4,4,10,20,32,50,72,97,126,160,210,782,3.5.6.6.6.6
4,V5,4,10,20,32,50,72,101,127,164,203,784,3.5.6.6.6.6
5,V6,4,10,20,33,50,75,98,132,163,205,791,3.5.6.6.6.6
6,V7,4,10,21,34,54,74,104,134,168,203,807,3.6.6.6.6.6
