,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.2519,0.3431,"0, y, z",48 j,m
1,E2,0.9504,0.3507,0.3507,"x, y, y",48 k,m
2,E3,0.0574,0.1512,0.3854,"x, y, z",96 l,1
