,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.3092,0.125,0.125,"x, 1/8, 1/8",16 e,2
1,E2,0.375,0.875,0.0438,"3/8, 7/8, z",16 g,2
2,E3,0.25,0.25,0.0,"1/4, 1/4, 0",16 c,-1
