,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.2519,0.2519,"0, y, y",24 h,mm2
1,E2,0.1755,0.3246,0.25,"x, 1/2-x, 1/4",48 i,2
2,E3,0.1028,0.3246,0.3246,"x, y, y",48 k,m
3,E4,0.1028,0.1028,0.5,"x, x, 1/2",24 h,mm2
4,E5,0.1028,0.0,0.3972,"x, 0, z",48 j,m
