,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.25,0.25,0.0,"1/4, 1/4, 0",16 c,-1,2
1,V2,6,0.375,0.1875,0.375,"3/8, y, 3/8",16 f,2,2
