,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,6,12,18,29,39,54,75,103,126,466,7.7.7
1,V2,3,6,12,17,27,37,57,70,92,121,443,7.7.7
2,V3,3,6,12,18,30,36,51,78,106,135,476,7.7.7
