,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,14,36,32,132,98,204,122,396,266,1313
1,V2,3,6,51,44,99,68,243,170,339,188,1212
2,V3,3,19,23,70,55,165,115,286,179,453,1369
