,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.2127,0.7873,0.125,"x, 1-x, 1/8",4 c,2
1,E2,0.5,0.8999,0.0,"1/2, y, 0",4 b,2
2,E3,0.3254,0.0,0.25,"x, 0, 1/4",4 a,2
3,E4,0.3254,0.0,0.75,"x, 0, 3/4",4 a,2
