,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,5,0.0,0.2857,0.0,"0, y, 0",6 j,mm2,4
1,V2,4,0.0825,0.4279,0.1474,"x, y, z",24 r,1,1
2,V3,3,0.0,0.1428,0.0,"0, y, 0",6 j,mm2,4
3,V4,4,0.1905,0.5238,0.3526,"x, y, z",24 r,1,1
