,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,6,12,20,21,30,60,66,90,172,156,634
1,V2,8,15,12,24,42,42,72,126,124,152,618
