,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,8,0.125,0.125,0.125,"1/8, 1/8, 1/8",8 a,222,4
1,V2,3,0.125,0.125,0.2943,"1/8, 1/8, z",16 g,2,2
