,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,11,20,34,62,87,113,155,196,232,914,4.6(2).8(6)
1,V2,6,9,22,45,60,85,126,153,191,255,953,4.4.4.6.6.6.8(2).8(2).8(2).8(3).8(3).8(3).12(16).12(16).12(16)
