,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.1799,0.0574,0.894,"x, y, z",16 g,1,1
1,V2,4,0.3201,0.2013,0.894,"x, y, z",16 g,1,1
