,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.9786,0.4786,0.8232,"x, 1/2+x, y",96 g,m
1,E2,0.0303,0.375,0.875,"x, 3/8, 7/8",48 f,mm2
2,E3,0.1036,0.4268,0.8232,"x, y, 1/4-y",96 g,m
3,E4,0.0732,0.3232,0.25,"x, 1/4+x, 1/4",96 h,2
4,E5,0.0732,0.375,0.375,"x, 3/8, 3/8",48 f,mm2
