,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,7,17,34,63,95,132,183,239,298,369,1438
1,V2,5,17,36,59,93,136,181,235,300,369,1432
