,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.25,0.75,0.105,"1/4, 3/4, z",4 c,mm2
1,E2,0.1383,0.6558,0.145,"x, y, z",16 h,1
2,E3,0.0788,0.75,0.0422,"x, 3/4, z",8 g,m
3,E4,0.25,0.5617,0.185,"1/4, y, z",8 g,m
4,E5,0.1,0.6,0.25,"x, 1/2+x, 1/4",8 f,2
5,E6,0.1117,0.4617,0.157,"x, y, z",16 h,1
6,E7,0.4671,0.3059,0.0748,"x, y, z",16 h,1
7,E8,0.085,0.25,0.129,"x, 1/4, z",8 g,m
