,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,14,40,94,154,254,344,494,610,814,952,3771
1,V2,5,42,85,162,237,362,465,642,769,1002,3772
