,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.0,0.5,"0, 0, 1/4",8 b,222
1,E2,0.25,0.0,0.4179,"1/4, 0, z",8 h,2
2,E3,0.0503,0.0906,0.3339,"x, y, z",16 i,1
3,E4,0.5,0.75,0.25,"1/2, 3/4, 1/4",4 a,222
