,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.1507,0.1015,0.1398,"x, y, z",8 d,1,1
1,V2,5,0.3392,0.1015,0.4013,"x, y, z",8 d,1,1
2,V3,5,0.4602,0.1033,0.1059,"x, y, z",8 d,1,1
