,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.2313,0.1903,0.875,"x, y, z",16 h,1
1,E2,0.0773,0.0264,0.0375,"x, y, z",16 h,1
2,E3,0.1836,0.9611,0.1625,"x, y, z",16 h,1
3,E4,0.2023,0.1514,0.0375,"x, y, z",16 h,1
