,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,5,10,22,36,68,100,138,167,244,287,1078,3.3.3.3.5(3).5(3).8.8.8.8
1,V2,3,6,16,32,44,86,124,163,186,287,948,3.8(2).8(2)
2,V3,6,12,24,44,74,106,137,185,245,295,1129,3.3.3.3.3.4.4.5.5(2).5(2).8.8.8.8.8(2)
3,V4,5,10,29,50,64,106,147,186,239,301,1138,3.3.3.3.4.4.8.8.8(2).8(2)
