,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.1841,0.283,0.283,"x, y, y",48 k,m
1,E2,0.1512,0.25,0.3488,"x, 1/4, 1/2-x",48 i,2
2,E3,0.0897,0.2267,0.4103,"x, y, z",96 l,1
3,E4,0.0612,0.25,0.4389,"x, 1/4, 1/2-x",48 i,2
4,E5,0.0539,0.1579,0.4461,"x, y, z",96 l,1
5,E6,0.0466,0.1125,0.5,"x, y, 1/2",48 j,m
6,E7,0.0,0.1125,0.4534,"0, y, z",48 j,m
7,E8,0.0795,0.0796,0.4534,"x, x, z",48 k,m
