,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,13,56,49,164,110,332,194,552,302,1781
1,V2,4,22,24,90,76,238,148,434,244,682,1963
2,V3,3,18,24,89,66,212,138,407,231,644,1833
