,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.1373,0.2746,0.9387,"x, 2x, z",12 k,m,2
1,V2,4,0.757,0.514,0.25,"x, 2x, 1/4",6 h,mm2,4
