,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,9,16,24,32,40,49,62,81,102,420,4.6.4.8.4.8
1,V2,4,8,14,23,31,39,52,65,75,91,403,4.4.4.8.4.8
2,V3,4,8,13,20,30,43,54,63,75,87,398,4.4.4.8.4.8
