,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,36,14,300,50,852,110,1692,194,2820,302,6371
1,V2,3,92,25,482,71,1154,141,2114,235,3362,7680
