,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,9,15,25,41,56,67,87,122,155,582,4.5.4.5.4.8
1,V2,4,10,19,28,38,54,77,98,116,146,591,4.8.4.8.5.6
