,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,12,12,24,60,72,84,84,120,234,711
1,V2,3,7,15,25,34,57,77,103,131,152,605
2,V3,4,10,15,24,42,66,81,99,129,165,636
