,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,5,0.0,0.0,0.0893,"0, 0, z",4 e,4mm,8
1,V2,4,0.1513,0.1513,0.2156,"x, x, z",16 m,m,2
