,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.4117,0.0,0.0,"x, 0, 0",4 l,mm2,4
1,V2,3,0.2589,0.0,0.1514,"x, 0, z",8 s,m,2
2,V3,4,0.1248,0.0,0.3486,"x, 0, z",8 s,m,2
