,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.25,0.25,0.25,"1/4, 1/4, 1/4",8 f,222
1,E2,0.0,0.25,0.25,"0, 1/4, 1/4",8 c,2/m
2,E3,0.125,0.5,0.25,"xx, 1/2, 1/4",16 l,2
3,E4,0.0625,0.125,0.1768,"x, y, z",32 p,1
4,E5,0.0,0.0,0.0,"0, 0, 0",4 a,mmm
