,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,8,18,34,50,74,101,130,161,202,782,6.6.6(2)
1,V2,4,10,19,34,53,74,98,130,166,202,791,6.6.6.6.6.10(6)
