,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0417,0.25,0.75,"x, 1/4, 3/4",24 h,2
1,E2,0.0,0.2205,0.7205,"0, y, y+1/2",24 i,2
2,E3,0.0835,0.2137,0.7707,"x, y, z",48 l,1
3,E4,0.1252,0.25,0.75,"x, 1/4, 3/4",24 h,2
4,E5,0.1668,0.2394,0.7098,"x, y, z",48 l,1
5,E6,0.2084,0.25,0.75,"x, 1/4, 3/4",24 h,2
