,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,6,12,32,44,90,96,174,176,296,276,1203,4.4.4.4.4.4.6(2).6(2).6(2).6(2).6(2).6(2).*.*.*
1,V2,4,12,36,44,88,102,184,176,300,288,1235,6(2).6(2).6(2).6(2).6(2).6(2)
2,V3,4,15,25,57,67,128,133,231,223,369,1253,4.6(2).4.6(2).4.6(2)
