,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.3541,0.103,0.1479,"x, y, z",24 l,1,1
1,V2,3,0.236,0.118,0.0973,"2y, y, z",12 k,m,2
2,V3,3,0.4783,0.1049,0.2017,"x, y, z",24 l,1,1
3,V4,5,0.0988,0.0494,0.0395,"2y, y, z",12 k,m,2
