,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,5,16,36,60,96,139,186,241,308,379,1467,3.4.4.5.5.5.5.5.8.8
