,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.5,0.0,0.0,"1/2, 0, 0",6 g,2/m
1,E2,0.3885,0.0971,0.062,"x, y, z",24 l,1
2,E3,0.3886,0.1943,0.25,"2y, y, 1/4",6 h,mm2
