,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,15,18,61,47,134,91,237,150,369,1126
1,V2,4,6,36,34,92,62,180,122,300,182,1019
2,V3,8,10,36,30,96,70,184,118,300,186,1039
