,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0643,0.1893,0.4058,"x, y, z",96 l,1
1,E2,0.1286,0.2201,0.2201,"x, y, y",48 k,m
2,E3,0.1286,0.0,0.3115,"x, 0, z",48 j,m
3,E4,0.25,0.1585,0.3414,"1/4, y, 1/2-y",48 i,2
