,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,7,16,22,32,55,92,119,144,183,236,907
1,V2,5,14,24,33,52,79,114,156,191,228,897
2,V3,3,6,22,39,46,65,104,166,191,214,857
3,V4,3,8,19,34,47,66,104,148,176,221,827
