,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,11,22,36,52,78,118,150,181,214,867,4.5.6.6.6.6
1,V2,4,10,20,34,54,78,105,141,180,229,856,4.5.4.6.6.6
2,V3,4,10,19,34,54,77,105,136,182,226,848,4.5.4.6.6.6
