,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,24,21,114,65,290,133,526,223,838,2238
1,V2,6,6,54,38,174,86,378,164,642,266,1815
2,V3,12,12,72,44,216,102,420,182,696,282,2039
