,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0528,0.0528,0.1585,"x, x, z",48 h,m,2
1,V2,3,0.1138,0.1138,0.2805,"x, x, z",48 h,m,2
