,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.9077,0.0309,0.0605,"x, y, z",16 b,1
1,E2,0.0327,0.844,0.9355,"x, y, z",16 b,1
2,E3,0.0,0.0,0.3709,"0, 0, z",8 a,2
