,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,5,0.0,0.2142,0.223,"0, y, z",8 s,m,2
1,V2,5,0.1515,0.1515,0.3574,"x, x, z",8 r,m,2
2,V3,3,0.0,0.3485,0.0799,"0, y, z",8 s,m,2
3,V4,4,0.3485,0.3485,0.4201,"x, x, z",8 r,m,2
