,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.5,0.0,"0, 1/2, 0",6 g,2/m,4
1,V2,6,0.0,0.0,0.25,"0, 0, 1/4",2 a,622,12
2,V3,3,0.198,0.3961,0.25,"x, 2x, 1/4",12 k,2,2
