,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,5,13,25,42,68,103,138,173,220,279,1067,3.4.4.4.4.4.8.8.8(2).8(2)
1,V2,5,13,26,45,70,101,136,175,221,273,1066,3.4.4.4.4.4.8.8.8.8(2)
