,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.2852,0.2852,0.0721,"x, x, z",8 j,m
1,E2,0.1608,0.1608,0.0,"x, x, 0",4 f,mm2
2,E3,0.3429,0.3429,0.0,"x, x, 0",4 f,mm2
3,E4,0.3881,0.3881,0.25,"x, x, z",8 j,m
4,E5,0.0804,0.0138,0.9279,"x, y, z",16 k,1
5,E6,0.5,0.5,0.3558,"1/2, 1/2, z",4 e,mm2
6,E7,0.4334,0.4334,0.5,"x, x, 1/2",4 g,mm2
