,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.25,0.75,0.75,"1/4, 3/4, 3/4",4 b,-4,4
1,V2,4,0.0891,0.0891,0.394,"x, x, z",8 i,m,2
