,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.1211,0.1211,0.3752,"x, x, z",48 k,m,2
1,V2,3,0.091,0.1498,0.3032,"x, y, z",96 l,1,1
2,V3,3,0.0,0.3274,0.3274,"0, y, y",24 h,mm2,4
3,V4,3,0.1217,0.1217,0.4584,"x, x, z",48 k,m,2
4,V5,4,0.0416,0.1976,0.2564,"x, y, z",96 l,1,1
5,V6,5,0.0,0.2686,0.2686,"0, y, y",24 h,mm2,4
