,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.2314,0.1157,0.3065,"x, y, z",36 f,1
1,E2,0.1566,0.9661,0.0,"x, y, z",36 f,1
2,E3,0.1905,0.0,0.25,"x, 0, 1/4",18 e,2
3,E4,0.3333,0.1667,0.1667,"1/3, 1/6, 1/6",18 d,-1
4,E5,0.3333,0.1328,0.9167,"1/3, y, 11/12",18 e,2
