,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0165,0.1078,0.4522,"x, y, z",192 i,1,1
1,V2,3,0.0928,0.1572,0.4522,"x, 1/2-x, z",96 g,m,2
