,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,28,58,122,174,280,352,508,578,804,2913
1,V2,8,26,64,108,196,254,376,466,652,680,2831
