,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.1442,0.2112,0.7888,"x, x, z",12 i,m
1,E2,0.1056,0.1056,0.6444,"x, x, z",12 i,m
2,E3,0.2112,0.2112,0.7219,"x, x, z",12 i,m
3,E4,0.0,0.0,0.567,"0, 0, z",6 f,mm2
4,E5,0.0,0.067,0.5,"0, y, 1/2",12 h,2
