,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0498,0.4502,0.1268,"x, 1/2-x, z",8 i,m,2
1,V2,6,0.25,0.25,0.3768,"1/4, 1/4, z",4 e,mm2,4
