,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,22,52,90,152,214,312,386,520,598,2355
1,V2,6,24,42,96,128,234,264,428,438,666,2327
