,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.2384,0.25,"0, y, 1/4",4 c,mm2
1,E2,0.2121,0.2793,0.25,"x, y, 1/4",8 g,m
2,E3,0.1533,0.2091,0.5,"x, y, z",16 h,1
3,E4,0.3467,0.3909,0.25,"x, y, 1/4",8 g,m
4,E5,0.5,0.4617,0.25,"1/2, y, 1/4",4 c,mm2
5,E6,0.3847,0.5,0.5,"x, 1/2, 1/2",8 e,2
