,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,5,0.0,0.0,0.0732,"0, 0, z",12 e,4mm,8
1,V2,5,0.0,0.0,0.1768,"0, 0, z",12 e,4mm,8
2,V3,4,0.0,0.0732,0.25,"0, y, z",48 k,m,2
3,V4,5,0.0,0.1768,0.25,"0, y, z",48 k,m,2
4,V5,5,0.0732,0.25,0.25,"x, y, y",48 k,m,2
5,V6,5,0.1768,0.25,0.25,"x, y, y",48 k,m,2
6,V7,5,0.0,0.3232,0.25,"0, y, z",48 j,m,2
7,V8,3,0.0,0.4268,0.2505,"0, y, z",48 j,m,2
